from_stop_id,to_stop_id,dist,from_route_id,to_route_id,schedule_precedence
77266,78213,0.32,,,
78213,77266,0.32,,,
77266,78646,0.42,,,
78646,77266,0.42,,,
110035,110306,0.33,,,
110306,110035,0.33,,,
110035,110958,0.38,,,
110958,110035,0.38,,,
110035,110961,0.41,,,
110961,110035,0.41,,,
110035,110964,0.49,,,
110964,110035,0.49,,,
110035,111020,0.44,,,
111020,110035,0.44,,,
110428,110036,0.2,,,
110720,110036,0.31,,,
44511,44531,0.07,,,
44511,44591,0.45,,,
44511,44805,0.11,,,
44805,44511,0.11,,,
44511,45295,0.31,,,
45295,44511,0.31,,,
44511,45313,0.28,,,
45313,44511,0.28,,,
149414,148696,0.4,,,
148696,149414,0.4,,,
149414,149760,0.27,,,
149760,149414,0.27,,,
149414,149762,0.21,,,
149762,149414,0.21,,,
149774,149414,0.13,,,
149414,149777,0.22,,,
149777,149414,0.22,,,
149414,149778,0.28,,,
149778,149414,0.28,,,
77289,77749,0.46,,,
77749,77289,0.46,,,
77289,77757,0.4,,,
77757,77289,0.4,,,
77289,77778,0.23,,,
77778,77289,0.23,,,
77782,77289,0.18,,,
77798,77289,0.13,,,
78114,77289,0.21,,,
77289,78696,0.38,,,
78696,77289,0.38,,,
77289,79017,0.46,,,
79017,77289,0.46,,,
142832,143094,0.1,,,
142832,143298,0.31,,,
142832,143740,0.44,,,
142832,144011,0.44,,,
142833,142852,0.25,,,
142852,142833,0.25,,,
142833,143098,0.12,,,
142833,143730,0.34,,,
44531,44591,0.38,,,
44591,44531,0.38,,,
44531,44805,0.08,,,
44805,44531,0.08,,,
44531,45295,0.36,,,
45295,44531,0.36,,,
44531,45313,0.26,,,
45313,44531,0.26,,,
44531,45357,0.46,,,
45357,44531,0.46,,,
77300,77630,0.35,,,
77630,77300,0.35,,,
77632,77300,0.41,,,
110069,110199,0.16,,,
110199,110069,0.16,,,
110688,110069,0.25,,,
110695,110069,0.31,,,
110069,110698,0.26,,,
110698,110069,0.26,,,
110699,110069,0.28,,,
110069,110702,0.33,,,
110702,110069,0.33,,,
110069,111047,0.47,,,
111047,110069,0.47,,,
110080,110960,0.36,,,
110080,110993,0.41,,,
110993,110080,0.41,,,
142852,143098,0.33,,,
143098,142852,0.33,,,
142852,143730,0.46,,,
143730,142852,0.46,,,
110281,110090,0.38,,,
110090,110298,0.42,,,
110298,110090,0.42,,,
110090,110460,0.43,,,
110460,110090,0.43,,,
110090,110727,0.47,,,
110727,110090,0.47,,,
110090,111122,0.45,,,
111122,110090,0.45,,,
110090,111285,0.49,,,
111285,110090,0.49,,,
110090,186887,0.43,,,
186887,110090,0.43,,,
110111,110308,0.44,,,
110308,110111,0.44,,,
44805,44591,0.39,,,
45313,44591,0.41,,,
77379,77886,0.13,,,
77379,78327,0.28,,,
78327,77379,0.28,,,
77379,78506,0.41,,,
77379,78716,0.45,,,
78716,77379,0.45,,,
77379,78924,0.47,,,
77404,77468,0.24,,,
77468,77404,0.24,,,
77404,77754,0.49,,,
77754,77404,0.49,,,
77404,77976,0.43,,,
77976,77404,0.43,,,
77404,77992,0.29,,,
77992,77404,0.29,,,
183923,77404,0.19,,,
186140,77404,0.24,,,
77404,186141,0.19,,,
186141,77404,0.19,,,
110199,110688,0.24,,,
110688,110199,0.24,,,
110199,110695,0.39,,,
110695,110199,0.39,,,
110199,110698,0.19,,,
110199,110699,0.34,,,
110699,110199,0.34,,,
110199,111047,0.35,,,
110199,111295,0.46,,,
111295,110199,0.46,,,
77446,77550,0.31,,,
77550,77446,0.31,,,
77446,77754,0.37,,,
77754,77446,0.37,,,
77446,77879,0.29,,,
77879,77446,0.29,,,
77446,77888,0.19,,,
77888,77446,0.19,,,
77446,77976,0.45,,,
77976,77446,0.45,,,
77446,78257,0.27,,,
78257,77446,0.27,,,
77446,78585,0.42,,,
78585,77446,0.42,,,
77446,78820,0.46,,,
78820,77446,0.46,,,
77446,78824,0.39,,,
78824,77446,0.39,,,
77446,79188,0.49,,,
79188,77446,0.49,,,
77468,78027,0.27,,,
78027,77468,0.27,,,
77468,78383,0.36,,,
78383,77468,0.36,,,
183923,77468,0.23,,,
186140,77468,0.27,,,
77468,186141,0.3,,,
186141,77468,0.3,,,
44706,44731,0.25,,,
44731,44706,0.25,,,
44706,45733,0.41,,,
45733,44706,0.41,,,
77477,77834,0.16,,,
77834,77477,0.16,,,
77477,77978,0.13,,,
77978,77477,0.13,,,
77477,78149,0.49,,,
78149,77477,0.49,,,
77477,78166,0.29,,,
78166,77477,0.29,,,
77477,79024,0.44,,,
79024,77477,0.44,,,
77477,79301,0.49,,,
79301,77477,0.49,,,
44748,44731,0.25,,,
45131,44731,0.28,,,
44731,45563,0.37,,,
45563,44731,0.37,,,
44731,185444,0.4,,,
185444,44731,0.4,,,
110281,110926,0.25,,,
110281,111216,0.38,,,
110281,186887,0.31,,,
44748,45733,0.4,,,
110298,110306,0.5,,,
110306,110298,0.5,,,
110298,110958,0.35,,,
110958,110298,0.35,,,
110298,110961,0.44,,,
110961,110298,0.44,,,
110298,111020,0.28,,,
111020,110298,0.28,,,
110298,111337,0.41,,,
111337,110298,0.41,,,
110306,110958,0.35,,,
110958,110306,0.35,,,
110306,110961,0.28,,,
110961,110306,0.28,,,
110964,110306,0.25,,,
110971,110306,0.36,,,
77550,77942,0.32,,,
77942,77550,0.32,,,
77550,78833,0.47,,,
78833,77550,0.47,,,
183923,77550,0.48,,,
186140,77550,0.5,,,
44783,45265,0.49,,,
45265,44783,0.49,,,
44783,46018,0.48,,,
46018,44783,0.48,,,
44783,46032,0.44,,,
46032,44783,0.44,,,
44783,46043,0.4,,,
46043,44783,0.4,,,
44783,46052,0.41,,,
46052,44783,0.41,,,
143094,143298,0.26,,,
143298,143094,0.26,,,
143094,143688,0.49,,,
143688,143094,0.49,,,
143719,143094,0.23,,,
143094,144011,0.34,,,
144011,143094,0.34,,,
143094,144087,0.44,,,
144087,143094,0.44,,,
44805,45295,0.3,,,
45295,44805,0.3,,,
44805,45313,0.18,,,
44805,45357,0.42,,,
44805,46102,0.49,,,
46102,44805,0.49,,,
44805,46106,0.46,,,
46106,44805,0.46,,,
44805,46132,0.44,,,
46132,44805,0.44,,,
110367,110471,0.37,,,
110471,110367,0.37,,,
110367,110988,0.44,,,
110988,110367,0.44,,,
111019,110367,0.25,,,
110367,111032,0.36,,,
111032,110367,0.36,,,
110367,111040,0.45,,,
111040,110367,0.45,,,
77632,77630,0.06,,,
77630,77643,0.25,,,
77643,77630,0.25,,,
77630,77876,0.44,,,
77630,77896,0.06,,,
77896,77630,0.06,,,
77630,77917,0.23,,,
77917,77630,0.23,,,
77630,78137,0.34,,,
78137,77630,0.34,,,
77630,78218,0.36,,,
78218,77630,0.36,,,
77630,78317,0.47,,,
77631,77834,0.13,,,
77834,77631,0.13,,,
77631,77978,0.1,,,
77978,77631,0.1,,,
77631,78149,0.49,,,
78149,77631,0.49,,,
77631,78166,0.28,,,
78166,77631,0.28,,,
77631,79024,0.41,,,
79024,77631,0.41,,,
77631,79301,0.46,,,
79301,77631,0.46,,,
77631,79348,0.49,,,
79348,77631,0.49,,,
77632,77643,0.19,,,
77632,77876,0.38,,,
77632,77896,0.1,,,
77632,77917,0.29,,,
77632,78137,0.28,,,
77632,78218,0.3,,,
77632,78317,0.41,,,
77632,78779,0.48,,,
78779,77632,0.48,,,
77643,77876,0.19,,,
77876,77643,0.19,,,
77643,77896,0.27,,,
77896,77643,0.27,,,
77643,77917,0.48,,,
77917,77643,0.48,,,
77643,78317,0.26,,,
78317,77643,0.26,,,
77643,78332,0.41,,,
78332,77643,0.41,,,
78779,77643,0.36,,,
77643,78796,0.43,,,
78796,77643,0.43,,,
77643,79028,0.45,,,
79028,77643,0.45,,,
110428,111199,0.4,,,
44893,45265,0.22,,,
45265,44893,0.22,,,
44893,45426,0.26,,,
45426,44893,0.26,,,
44893,46043,0.47,,,
46043,44893,0.47,,,
44893,46070,0.41,,,
46070,44893,0.41,,,
44893,46052,0.41,,,
46052,44893,0.41,,,
77685,77744,0.23,,,
77744,77685,0.23,,,
77685,78770,0.38,,,
78770,77685,0.38,,,
78849,77685,0.39,,,
77685,184150,0.44,,,
184150,77685,0.44,,,
77685,185824,0.25,,,
185824,77685,0.25,,,
77685,185825,0.28,,,
185825,77685,0.28,,,
77685,186144,0.32,,,
186144,77685,0.32,,,
143222,143235,0.24,,,
143235,143222,0.24,,,
143222,143253,0.24,,,
143253,143222,0.24,,,
143222,143276,0.44,,,
143276,143222,0.44,,,
143222,143370,0.05,,,
143370,143222,0.05,,,
110460,110958,0.31,,,
110958,110460,0.31,,,
110460,110961,0.42,,,
110961,110460,0.42,,,
110460,111020,0.22,,,
111020,110460,0.22,,,
110460,111337,0.35,,,
111337,110460,0.35,,,
143235,143276,0.2,,,
143276,143235,0.2,,,
143235,143912,0.32,,,
143912,143235,0.32,,,
143235,143370,0.25,,,
143370,143235,0.25,,,
110471,110971,0.32,,,
110971,110471,0.32,,,
110988,110471,0.2,,,
110471,111019,0.43,,,
111019,110471,0.43,,,
143253,143276,0.2,,,
143276,143253,0.2,,,
143253,143912,0.32,,,
143912,143253,0.32,,,
143253,143370,0.24,,,
143370,143253,0.24,,,
77720,78593,0.47,,,
78593,77720,0.47,,,
78624,77720,0.25,,,
77729,77749,0.19,,,
77749,77729,0.19,,,
77729,77757,0.25,,,
77757,77729,0.25,,,
77729,77778,0.44,,,
77778,77729,0.44,,,
77729,78423,0.34,,,
78423,77729,0.34,,,
77729,78662,0.35,,,
78662,77729,0.35,,,
77729,78988,0.42,,,
78988,77729,0.42,,,
143276,143370,0.45,,,
143370,143276,0.45,,,
77744,77753,0.08,,,
77753,77744,0.08,,,
77744,78770,0.28,,,
78849,77744,0.3,,,
77744,184150,0.28,,,
184150,77744,0.28,,,
77744,185824,0.12,,,
77744,185825,0.11,,,
185825,77744,0.11,,,
77744,186144,0.16,,,
186144,77744,0.16,,,
77749,77778,0.25,,,
77778,77749,0.25,,,
77749,77782,0.31,,,
77782,77749,0.31,,,
77749,77798,0.44,,,
77798,77749,0.44,,,
77749,78114,0.45,,,
78114,77749,0.45,,,
77749,78213,0.23,,,
78213,77749,0.23,,,
77749,78646,0.32,,,
78646,77749,0.32,,,
77749,79287,0.46,,,
79287,77749,0.46,,,
77753,78770,0.29,,,
78770,77753,0.29,,,
78849,77753,0.31,,,
77753,184150,0.33,,,
184150,77753,0.33,,,
77753,185824,0.15,,,
185824,77753,0.15,,,
77753,185825,0.16,,,
185825,77753,0.16,,,
77753,186144,0.21,,,
186144,77753,0.21,,,
77754,77942,0.36,,,
77942,77754,0.36,,,
77754,78027,0.48,,,
78027,77754,0.48,,,
77754,78833,0.47,,,
78833,77754,0.47,,,
183923,77754,0.46,,,
186140,77754,0.48,,,
77757,77778,0.19,,,
77778,77757,0.19,,,
77757,77782,0.25,,,
77782,77757,0.25,,,
77757,77798,0.38,,,
77798,77757,0.38,,,
77757,78114,0.38,,,
78114,77757,0.38,,,
77757,78213,0.28,,,
78213,77757,0.28,,,
77757,78646,0.36,,,
78646,77757,0.36,,,
77757,78696,0.45,,,
78696,77757,0.45,,,
77757,79287,0.49,,,
79287,77757,0.49,,,
143719,143298,0.29,,,
77782,77778,0.06,,,
77798,77778,0.19,,,
78114,77778,0.2,,,
77778,78149,0.32,,,
78149,77778,0.32,,,
77778,78213,0.46,,,
78213,77778,0.46,,,
77778,78662,0.32,,,
78662,77778,0.32,,,
78696,77778,0.31,,,
77778,78988,0.39,,,
78988,77778,0.39,,,
79017,77778,0.38,,,
77798,77782,0.13,,,
78114,77782,0.15,,,
77782,78149,0.26,,,
77782,78166,0.48,,,
77782,78662,0.36,,,
78662,77782,0.36,,,
77782,78696,0.28,,,
78696,77782,0.28,,,
77782,78988,0.42,,,
78988,77782,0.42,,,
77782,79017,0.36,,,
79017,77782,0.36,,,
77798,78149,0.15,,,
77798,78166,0.36,,,
77798,78662,0.45,,,
78662,77798,0.45,,,
77798,78696,0.25,,,
77798,79017,0.34,,,
110590,111193,0.49,,,
111193,110590,0.49,,,
110590,111485,0.48,,,
111485,110590,0.48,,,
110590,111630,0.44,,,
111630,110590,0.44,,,
110595,111205,0.26,,,
110595,111490,0.38,,,
77834,77978,0.18,,,
77978,77834,0.18,,,
77834,78166,0.38,,,
78166,77834,0.38,,,
77834,78326,0.16,,,
78326,77834,0.16,,,
77834,78737,0.26,,,
78737,77834,0.26,,,
77834,79024,0.43,,,
79024,77834,0.43,,,
77834,79267,0.39,,,
79267,77834,0.39,,,
77834,79301,0.45,,,
79301,77834,0.45,,,
12302,12445,0.2,,,
110614,110630,0.25,,,
110630,110614,0.25,,,
110614,111239,0.35,,,
111239,110614,0.35,,,
110614,111525,0.45,,,
111525,110614,0.45,,,
51206,50037,0.41,,,
50037,51206,0.41,,,
51206,50310,0.41,,,
50310,51206,0.41,,,
51206,50327,0.32,,,
50327,51206,0.32,,,
51206,51004,0.22,,,
51004,51206,0.22,,,
51206,51006,0.36,,,
51006,51206,0.36,,,
51206,51011,0.26,,,
51011,51206,0.26,,,
51023,51206,0.06,,,
51206,51028,0.16,,,
51028,51206,0.16,,,
51206,51037,0.26,,,
51037,51206,0.26,,,
51713,51206,0.19,,,
51206,52203,0.38,,,
52203,51206,0.38,,,
51206,52376,0.44,,,
52376,51206,0.44,,,
110630,110649,0.31,,,
110649,110630,0.31,,,
110630,110659,0.37,,,
110659,110630,0.37,,,
110630,110930,0.28,,,
110930,110630,0.28,,,
110630,111225,0.35,,,
111225,110630,0.35,,,
77896,77876,0.45,,,
77876,78137,0.14,,,
78137,77876,0.14,,,
77876,78218,0.15,,,
78218,77876,0.15,,,
77876,78332,0.23,,,
78332,77876,0.23,,,
78779,77876,0.26,,,
77876,78796,0.28,,,
78796,77876,0.28,,,
79028,77876,0.32,,,
79528,77876,0.45,,,
79531,77876,0.45,,,
77879,77888,0.11,,,
77888,77879,0.11,,,
77879,77942,0.27,,,
77942,77879,0.27,,,
77879,78257,0.15,,,
78257,77879,0.15,,,
77879,78585,0.2,,,
77879,78820,0.27,,,
77879,78824,0.31,,,
78824,77879,0.31,,,
77879,78833,0.38,,,
78833,77879,0.38,,,
77879,79065,0.42,,,
79065,77879,0.42,,,
77879,79092,0.34,,,
77879,79188,0.4,,,
79188,77879,0.4,,,
110659,110649,0.06,,,
110649,111239,0.4,,,
111239,110649,0.4,,,
110649,111525,0.48,,,
111525,110649,0.48,,,
77886,78327,0.15,,,
78327,77886,0.15,,,
77886,78506,0.31,,,
77886,78716,0.35,,,
78716,77886,0.35,,,
77886,78924,0.38,,,
77886,79043,0.41,,,
79043,77886,0.41,,,
77888,77942,0.16,,,
77942,77888,0.16,,,
77888,78585,0.23,,,
78585,77888,0.23,,,
77888,78820,0.28,,,
78820,77888,0.28,,,
77888,78833,0.31,,,
78833,77888,0.31,,,
77888,79065,0.36,,,
79065,77888,0.36,,,
77888,79092,0.35,,,
79092,77888,0.35,,,
110659,111239,0.44,,,
111239,110659,0.44,,,
114980,114010,0.41,,,
114010,114980,0.41,,,
114980,114014,0.43,,,
114014,114980,0.43,,,
114980,114466,0.23,,,
114466,114980,0.23,,,
114980,114585,0.19,,,
114585,114980,0.19,,,
114980,114594,0.17,,,
114594,114980,0.17,,,
114748,114980,0.09,,,
114980,114752,0.1,,,
114752,114980,0.1,,,
114980,115445,0.45,,,
115445,114980,0.45,,,
114980,115568,0.24,,,
115568,114980,0.24,,,
114980,186179,0.2,,,
186179,114980,0.2,,,
114980,114481,0.45,,,
114481,114980,0.45,,,
77896,78137,0.33,,,
78137,77896,0.33,,,
77896,78218,0.35,,,
78218,77896,0.35,,,
77896,78317,0.46,,,
45131,45733,0.31,,,
110688,110698,0.1,,,
110688,110702,0.23,,,
110702,110688,0.23,,,
110688,111047,0.3,,,
111047,110688,0.3,,,
110688,111295,0.25,,,
110688,111407,0.31,,,
110688,111419,0.43,,,
111419,110688,0.43,,,
110688,111863,0.5,,,
45560,45156,0.12,,,
110693,111291,0.26,,,
110695,110698,0.29,,,
110695,110702,0.41,,,
110702,110695,0.41,,,
110695,111047,0.47,,,
111047,110695,0.47,,,
110695,111291,0.43,,,
110695,111295,0.3,,,
110695,111407,0.36,,,
110699,110698,0.23,,,
110702,110698,0.13,,,
110698,111047,0.22,,,
111047,110698,0.22,,,
110698,111295,0.27,,,
111295,110698,0.27,,,
110698,111407,0.33,,,
111407,110698,0.33,,,
110698,111419,0.37,,,
111419,110698,0.37,,,
110698,111704,0.49,,,
111704,110698,0.49,,,
110699,110702,0.36,,,
110702,110699,0.36,,,
110699,111047,0.42,,,
111047,110699,0.42,,,
110699,111291,0.48,,,
110699,111295,0.28,,,
110699,111407,0.33,,,
110702,110993,0.39,,,
110993,110702,0.39,,,
110702,111047,0.15,,,
110702,111295,0.34,,,
111295,110702,0.34,,,
110702,111407,0.39,,,
111407,110702,0.39,,,
110702,111419,0.32,,,
110702,111704,0.45,,,
77939,78216,0.31,,,
78216,77939,0.31,,,
77942,77976,0.43,,,
77976,77942,0.43,,,
77942,78257,0.18,,,
78257,77942,0.18,,,
77942,78585,0.33,,,
78585,77942,0.33,,,
77942,78820,0.36,,,
78820,77942,0.36,,,
77942,78824,0.27,,,
78824,77942,0.27,,,
77942,79092,0.4,,,
79092,77942,0.4,,,
77942,79188,0.36,,,
79188,77942,0.36,,,
110720,111199,0.28,,,
110727,110958,0.27,,,
110958,110727,0.27,,,
110727,110961,0.38,,,
110961,110727,0.38,,,
110727,111020,0.12,,,
111020,110727,0.12,,,
110727,111337,0.26,,,
111337,110727,0.26,,,
77976,78027,0.41,,,
78027,77976,0.41,,,
77976,78383,0.45,,,
78383,77976,0.45,,,
183923,77976,0.44,,,
186140,77976,0.47,,,
77978,78149,0.42,,,
78149,77978,0.42,,,
77978,78166,0.19,,,
78166,77978,0.19,,,
77978,78326,0.14,,,
78326,77978,0.14,,,
77978,78737,0.26,,,
78737,77978,0.26,,,
77978,79024,0.31,,,
79024,77978,0.31,,,
77978,79267,0.39,,,
79267,77978,0.39,,,
77978,79301,0.37,,,
79301,77978,0.37,,,
77978,79348,0.44,,,
79348,77978,0.44,,,
77992,78027,0.24,,,
78027,77992,0.24,,,
77992,78383,0.29,,,
78383,77992,0.29,,,
77992,79072,0.4,,,
79072,77992,0.4,,,
183923,77992,0.34,,,
186140,77992,0.39,,,
77992,186141,0.4,,,
186141,77992,0.4,,,
183923,78027,0.32,,,
186140,78027,0.38,,,
78027,186141,0.34,,,
186141,78027,0.34,,,
45265,45295,0.48,,,
45295,45265,0.48,,,
46070,45265,0.25,,,
45265,46084,0.35,,,
46084,45265,0.35,,,
45265,46091,0.37,,,
46091,45265,0.37,,,
45265,46052,0.45,,,
46052,45265,0.45,,,
78691,78039,0.19,,,
78039,79638,0.5,,,
79638,78039,0.5,,,
78039,184150,0.47,,,
184150,78039,0.47,,,
78039,185825,0.5,,,
185825,78039,0.5,,,
78039,186144,0.48,,,
186144,78039,0.48,,,
45295,45313,0.3,,,
45313,45295,0.3,,,
45295,45426,0.48,,,
45426,45295,0.48,,,
45295,46084,0.34,,,
45295,46091,0.33,,,
45295,46106,0.25,,,
45295,46132,0.45,,,
46132,45295,0.45,,,
78078,78924,0.36,,,
78924,78078,0.36,,,
45313,45357,0.33,,,
45313,46102,0.39,,,
46102,45313,0.39,,,
45313,46106,0.35,,,
46106,45313,0.35,,,
45313,46132,0.26,,,
46132,45313,0.26,,,
45313,46163,0.42,,,
46163,45313,0.42,,,
78114,78149,0.12,,,
78114,78166,0.35,,,
78114,78662,0.41,,,
78662,78114,0.41,,,
78114,78696,0.17,,,
78114,78988,0.45,,,
78988,78114,0.45,,,
78114,79017,0.25,,,
78114,79024,0.5,,,
78114,79652,0.45,,,
79652,78114,0.45,,,
78114,79668,0.42,,,
79668,78114,0.42,,,
78114,79944,0.49,,,
79944,78114,0.49,,,
78114,79650,0.46,,,
79650,78114,0.46,,,
45357,46132,0.36,,,
46132,45357,0.36,,,
45357,46163,0.25,,,
46163,45357,0.25,,,
78137,78317,0.14,,,
78317,78137,0.14,,,
78137,78332,0.32,,,
78332,78137,0.32,,,
78779,78137,0.22,,,
78137,78796,0.3,,,
78796,78137,0.3,,,
78137,79028,0.31,,,
79028,78137,0.31,,,
78137,79528,0.4,,,
79528,78137,0.4,,,
78137,79531,0.42,,,
79531,78137,0.42,,,
78149,78696,0.2,,,
78696,78149,0.2,,,
78149,79017,0.27,,,
79017,78149,0.27,,,
78149,79668,0.43,,,
79668,78149,0.43,,,
78149,79944,0.49,,,
79944,78149,0.49,,,
78150,186134,0.24,,,
186134,78150,0.24,,,
78150,186139,0.28,,,
186139,78150,0.28,,,
143719,143688,0.43,,,
110926,111285,0.35,,,
111285,110926,0.35,,,
110926,111690,0.34,,,
111690,110926,0.34,,,
110926,111754,0.46,,,
111754,110926,0.46,,,
111890,110926,0.4,,,
111962,110926,0.44,,,
110930,111205,0.48,,,
111205,110930,0.48,,,
110930,111239,0.28,,,
111239,110930,0.28,,,
110930,111525,0.35,,,
111525,110930,0.35,,,
110930,111810,0.45,,,
111810,110930,0.45,,,
78166,78326,0.29,,,
78326,78166,0.29,,,
78166,78696,0.38,,,
78696,78166,0.38,,,
78166,78737,0.37,,,
78737,78166,0.37,,,
78166,79017,0.42,,,
79017,78166,0.42,,,
78166,79267,0.45,,,
79267,78166,0.45,,,
143719,143740,0.28,,,
143719,144011,0.11,,,
143719,144087,0.29,,,
78189,78216,0.5,,,
78216,78189,0.5,,,
110964,110958,0.25,,,
110958,111122,0.5,,,
111122,110958,0.5,,,
110960,110993,0.27,,,
110993,110960,0.27,,,
110960,111388,0.24,,,
111388,110960,0.24,,,
110964,110961,0.13,,,
110971,110961,0.38,,,
46070,45426,0.2,,,
45426,46084,0.31,,,
46084,45426,0.31,,,
45426,46091,0.33,,,
46091,45426,0.33,,,
45426,46052,0.43,,,
46052,45426,0.43,,,
143811,143738,0.13,,,
143828,143738,0.19,,,
110988,110971,0.25,,,
110971,111880,0.45,,,
111880,110971,0.45,,,
143740,144011,0.3,,,
144011,143740,0.3,,,
143740,144087,0.13,,,
144087,143740,0.13,,,
143740,144433,0.35,,,
144433,143740,0.35,,,
143740,144438,0.39,,,
144438,143740,0.39,,,
144439,143740,0.49,,,
78213,78423,0.28,,,
78423,78213,0.28,,,
78213,78662,0.28,,,
78662,78213,0.28,,,
78213,78988,0.32,,,
78988,78213,0.32,,,
78213,79631,0.45,,,
79631,78213,0.45,,,
78218,78317,0.11,,,
78317,78218,0.11,,,
78218,78332,0.3,,,
78332,78218,0.3,,,
78779,78218,0.19,,,
78218,78796,0.27,,,
78796,78218,0.27,,,
78218,79028,0.28,,,
79028,78218,0.28,,,
78218,79528,0.37,,,
79528,78218,0.37,,,
78218,79531,0.39,,,
79531,78218,0.39,,,
110988,111019,0.37,,,
111019,110988,0.37,,,
110988,111880,0.38,,,
110988,112047,0.45,,,
143759,144087,0.29,,,
144087,143759,0.29,,,
143759,144433,0.26,,,
144433,143759,0.26,,,
143759,144438,0.26,,,
144438,143759,0.26,,,
143759,144444,0.46,,,
144444,143759,0.46,,,
144439,143759,0.32,,,
110993,111047,0.33,,,
111047,110993,0.33,,,
110993,111374,0.46,,,
111374,110993,0.46,,,
110993,111419,0.36,,,
111419,110993,0.36,,,
110993,111704,0.42,,,
111704,110993,0.42,,,
111019,111032,0.25,,,
111019,111040,0.37,,,
111019,111616,0.45,,,
111020,111122,0.25,,,
111122,111020,0.25,,,
111285,111020,0.47,,,
78257,78585,0.15,,,
78585,78257,0.15,,,
78257,78820,0.19,,,
78820,78257,0.19,,,
78257,78833,0.23,,,
78833,78257,0.23,,,
78257,79065,0.27,,,
79065,78257,0.27,,,
78257,79092,0.25,,,
79092,78257,0.25,,,
78257,79794,0.43,,,
79794,78257,0.43,,,
111047,111295,0.29,,,
111295,111047,0.29,,,
111047,111388,0.48,,,
111388,111047,0.48,,,
111047,111407,0.32,,,
111407,111047,0.32,,,
111047,111863,0.45,,,
111863,111047,0.45,,,
78317,78332,0.19,,,
78332,78317,0.19,,,
78779,78317,0.13,,,
78317,78796,0.17,,,
78796,78317,0.17,,,
79028,78317,0.2,,,
79528,78317,0.32,,,
79531,78317,0.33,,,
78326,79024,0.27,,,
79024,78326,0.27,,,
78326,79301,0.29,,,
79301,78326,0.29,,,
78326,79348,0.3,,,
79348,78326,0.3,,,
78326,79735,0.38,,,
79735,78326,0.38,,,
78327,78506,0.26,,,
78506,78327,0.26,,,
78327,78716,0.27,,,
78716,78327,0.27,,,
78327,78924,0.27,,,
78924,78327,0.27,,,
78327,79043,0.31,,,
79043,78327,0.31,,,
45563,45733,0.26,,,
45733,45563,0.26,,,
46226,45563,0.43,,,
45563,46242,0.33,,,
46242,45563,0.33,,,
78779,78332,0.23,,,
78332,79028,0.22,,,
79028,78332,0.22,,,
78332,79245,0.36,,,
79245,78332,0.36,,,
78332,79249,0.4,,,
79249,78332,0.4,,,
78332,79528,0.37,,,
79528,78332,0.37,,,
78332,79531,0.35,,,
79531,78332,0.35,,,
78342,78506,0.38,,,
78506,78342,0.38,,,
78342,78716,0.39,,,
78716,78342,0.39,,,
78342,79043,0.42,,,
79043,78342,0.42,,,
78342,186134,0.37,,,
186134,78342,0.37,,,
78342,186139,0.41,,,
186139,78342,0.41,,,
111285,111122,0.22,,,
111122,111337,0.26,,,
111337,111122,0.26,,,
111122,111754,0.36,,,
111754,111122,0.36,,,
116826,116128,0.5,,,
116128,116826,0.5,,,
116826,117157,0.42,,,
117157,116826,0.42,,,
143912,143370,0.49,,,
143370,143912,0.49,,,
143912,144579,0.47,,,
144579,143912,0.47,,,
78383,79842,0.47,,,
79842,78383,0.47,,,
183923,78383,0.44,,,
186140,78383,0.5,,,
78383,186141,0.46,,,
186141,78383,0.46,,,
176713,176851,0.12,,,
78423,78646,0.28,,,
78646,78423,0.28,,,
78423,79245,0.41,,,
79245,78423,0.41,,,
78423,79249,0.36,,,
79249,78423,0.36,,,
78423,79287,0.35,,,
79287,78423,0.35,,,
78423,79611,0.41,,,
79611,78423,0.41,,,
111193,112368,0.47,,,
112368,111193,0.47,,,
78432,78479,0.49,,,
111205,111225,0.46,,,
111225,111205,0.46,,,
111795,111205,0.25,,,
86629,86795,0.23,,,
86629,86894,0.34,,,
86629,87007,0.46,,,
87007,86629,0.46,,,
86629,87055,0.15,,,
86629,87214,0.2,,,
86629,87972,0.49,,,
111216,111285,0.32,,,
111285,111216,0.32,,,
111216,111690,0.22,,,
111690,111216,0.22,,,
111216,111754,0.38,,,
111754,111216,0.38,,,
111890,111216,0.28,,,
111962,111216,0.31,,,
111216,112124,0.49,,,
112124,111216,0.49,,,
111216,112131,0.45,,,
112131,111216,0.45,,,
111216,112136,0.43,,,
112142,111216,0.4,,,
111216,112146,0.39,,,
112146,111216,0.39,,,
111216,112245,0.48,,,
112245,111216,0.48,,,
111225,111239,0.25,,,
111239,111225,0.25,,,
111225,111490,0.45,,,
111490,111225,0.45,,,
111225,111525,0.28,,,
111525,111225,0.28,,,
111225,111795,0.5,,,
111795,111225,0.5,,,
111225,111810,0.35,,,
111810,111225,0.35,,,
111239,111803,0.35,,,
111803,111239,0.35,,,
78479,78504,0.5,,,
78504,78479,0.5,,,
46236,45733,0.3,,,
45733,46251,0.48,,,
46251,45733,0.48,,,
45733,46281,0.31,,,
46281,45733,0.31,,,
78504,79479,0.25,,,
78716,78506,0.05,,,
79043,78506,0.14,,,
80324,78506,0.46,,,
143370,144579,0.46,,,
144579,143370,0.46,,,
111285,111337,0.46,,,
111285,111503,0.34,,,
111503,111285,0.34,,,
111690,111285,0.3,,,
111285,111754,0.21,,,
111754,111285,0.21,,,
111890,111285,0.42,,,
111285,111962,0.47,,,
